Gene1,Gene2,score
G253,G334,0.2980539954637121
G150,G57,0.29614734183856956
G302,G280,0.29592516024151094
G69,G299,0.29488238295242425
G102,G375,0.29278026138722807
G331,G71,0.2911410524258154
G67,G225,0.28969697784313886
G144,G112,0.2893772475732906
G67,G205,0.28861595001180523
G144,G211,0.2845454001762007
G144,G341,0.28393415249077036
G84,G118,0.28323798381576076
G84,G120,0.2825100477025527
G47,G342,0.2817373008116173
G47,G142,0.2814677955673075
G144,G284,0.28143438459728937
G67,G99,0.2810604564825558
G84,G241,0.28073513266264083
G102,G357,0.2790702257611954
G84,G104,0.27690274697783235
G144,G349,0.27621885842706184
G69,G141,0.2746003888207786
G47,G276,0.2729360360655469
G253,G53,0.27281373959519967
G47,G258,0.2619354731397321
G84,G295,0.26132952083501604
G144,G156,0.2612967384825824
G84,G46,0.26048845665639253
G47,G79,0.2598647745708385
G382,G41,0.2526599253076871
G84,G302,0.25125138558969146
G41,G382,0.2510081813997148
G253,G308,0.2497460255024922
G67,G294,0.24853463410134494
G67,G273,0.24715743774923113
G144,G297,0.24610364102113957
G144,G369,0.2440227960699361
G84,G343,0.24362386177245576
G102,G183,0.24309429618365797
G47,G296,0.23796444720255133
G47,G353,0.2378579748003352
G150,G130,0.23652973223115145
G144,G65,0.23394250302328237
G253,G114,0.23386973962688967
G47,G275,0.23338388515396777
G47,G397,0.23312743738483158
G47,G69,0.22743853714331064
G144,G317,0.22473141765451438
G150,G62,0.22454913820562827
G47,G163,0.22330669479879448
G102,G219,0.22316688493902337
G253,G98,0.22313987761630782
G102,G105,0.22173374065465462
G47,G129,0.22164128772997074
G69,G398,0.22061226100534478
G69,G304,0.22057622436213667
G67,G201,0.21992497591202892
G84,G155,0.2197400164628796
G84,G301,0.21971456189248495
G398,G180,0.21935253482353986
G69,G47,0.21682955926228564
G253,G306,0.21625500741220577
G253,G293,0.21364175682926337
G150,G249,0.21355920306770154
G144,G148,0.21192220406492676
G47,G377,0.21112844218446777
G67,G143,0.20986214726068184
G144,G54,0.20809856116745587
G47,G93,0.2076978692119532
G47,G323,0.2058581844094916
G84,G77,0.2054308701613738
G102,G154,0.2049911432074282
G302,G48,0.20371926248387554
G69,G290,0.2036608312475872
G102,G110,0.20298654609109698
G67,G158,0.2019043063943828
G67,G188,0.20186519900447322
G47,G260,0.200946088267549
G47,G310,0.20079866923365952
G102,G119,0.2004639707692535
G123,G206,0.1998507037419242
G69,G192,0.19689399935891846
G47,G230,0.19687246854601997
G253,G103,0.1965200950933969
G47,G132,0.19605226380727603
G180,G298,0.1934574249431729
G253,G76,0.19313795293379832
G46,G356,0.18891153549105333
G331,G383,0.18841527496352312
G253,G271,0.18790951973562736
G80,G380,0.1872651273293746
G150,G384,0.18570654431740133
G47,G133,0.1842906807971857
G47,G91,0.18289634780004999
G67,G121,0.18211262180724197
G253,G313,0.1801967326527974
G69,G85,0.1798950658490809
G47,G187,0.1794942852272069
G84,G374,0.17947987396584134
G47,G42,0.17935325206599506
G41,G61,0.1784176686396099
G253,G161,0.17640116243957504
G47,G193,0.17598380305825218
G102,G299,0.17586878646611181
G67,G237,0.1745406477014915
G47,G307,0.17387094563586578
G302,G393,0.17360960738604866
G144,G59,0.17162912672622285
G123,G362,0.1700934523822119
G144,G329,0.16840631820152138
G80,G8,0.1680195622751477
G41,G33,0.1639012978125065
G84,G257,0.16363421028403485
G84,G122,0.16347153581180604
G47,G350,0.16205102603043034
G180,G289,0.1602209968705802
G391,G394,0.1582157425823344
G54,G303,0.1540900111705688
G102,G217,0.15404882947467727
G302,G177,0.1539417814009663
G331,G136,0.1533764685183102
G80,G221,0.15303721251423763
G398,G123,0.1523806406961822
G123,G181,0.1515516606575335
G382,G355,0.15110337262690102
G41,G345,0.15029968677292474
G331,G41,0.14973291516414283
G144,G385,0.14967235318508396
G47,G173,0.14844583039775114
G373,G253,0.14839476135871935
G80,G197,0.14688359734138093
G144,G335,0.1463706013252032
G47,G147,0.1460730252488841
G47,G50,0.14408332224023793
G150,G359,0.14218180334108865
G150,G38,0.14055764999981485
G144,G66,0.1404130034592404
G246,G92,0.13950955143101088
G393,G128,0.1388418904240161
G144,G247,0.1387453592589763
G47,G78,0.13849930775629368
G67,G135,0.13735885028018427
G144,G309,0.1370323388108495
G144,G100,0.1365115754233588
G41,G351,0.13464536188114212
G123,G250,0.13393387943082855
G67,G82,0.1328672509662174
G144,G212,0.13251565828222936
G67,G81,0.13247296140108875
G84,G52,0.1322343313769848
G54,G245,0.13177754890686075
G47,G243,0.1303740668121387
G212,G331,0.13004528523751957
G331,G182,0.12908895360328856
G246,G167,0.127638473052549
G150,G339,0.12698343706671347
G67,G175,0.12649484938584535
G331,G367,0.12624541086774507
G382,G274,0.12405936476634041
G47,G184,0.1225985581357951
G41,G366,0.12258798703041864
G238,G199,0.12250439601813651
G102,G332,0.12249213064269114
G46,G84,0.12208058197412455
G144,G86,0.12185154296724632
G180,G398,0.12172781407479383
G246,G223,0.12150071337950175
G150,G49,0.12147801156924903
G144,G338,0.12133463129810522
G84,G108,0.12040974938607595
G102,G262,0.1199115384606092
G47,G68,0.1195747422585076
G80,G220,0.11945115159712055
G246,G390,0.11939525969872172
G54,G176,0.11933537487160754
G144,G228,0.11920648469315206
G84,G334,0.11897235039701148
G150,G102,0.11894696728013035
G144,G210,0.11869849578900035
G144,G336,0.11851723355213767
G102,G45,0.1179688901700395
G41,G97,0.11785998270173358
G150,G253,0.11640489689167449
G393,G279,0.11637826261718698
G19,G186,0.11579523069953498
G331,G251,0.11560936574557867
G331,G239,0.11468690845257132
G84,G265,0.11431577137877713
G144,G204,0.11420553021508309
G144,G315,0.11392880813124251
G246,G131,0.11299380542927867
G47,G318,0.11245820762512485
G47,G269,0.11244180715972595
G67,G105,0.11199832180279967
G246,G86,0.11165572337237392
G41,G331,0.11155998952375915
G393,G202,0.11128245695195765
G253,G331,0.1111775292240697
G67,G47,0.11058830983028828
G102,G370,0.11044207576478048
G47,G111,0.10956141666245804
G144,G63,0.10929882790247694
G123,G189,0.10857146306322857
G150,G391,0.10832225388083734
G67,G124,0.10830527955672209
G196,G242,0.1080470766423603
G277,G212,0.10790291443566905
G130,G150,0.10763772503294974
G41,G150,0.10574911784334864
G398,G395,0.10536358907728512
G123,G149,0.10516414290184123
G67,G125,0.10503362277106855
G180,G270,0.10467462643444764
G102,G164,0.10459754451748139
G123,G398,0.10365726632479455
G19,G22,0.10351242084412601
G47,G37,0.10347077230986133
G144,G39,0.10339720460587926
G54,G152,0.10218393192476313
G150,G35,0.10217323454211397
G46,G150,0.10200989048190465
G212,G277,0.1018832561558721
G150,G396,0.1014284216125523
G46,G240,0.10085715504368588
G246,G312,0.1005731618268346
G102,G88,0.10053310732057641
G398,G69,0.10025099297947324
G246,G268,0.10012458112078537
G253,G218,0.09861902898880909
G54,G282,0.09857687656121264
G144,G145,0.09849981733022516
G391,G392,0.09815375274426301
G196,G273,0.09813616338213668
G238,G344,0.09739985031864648
G144,G386,0.09707869896234
G144,G278,0.09679972095865408
G331,G174,0.09672035807403005
G150,G95,0.09654677051395408
G196,G253,0.0964569325647257
G150,G31,0.09575904805077981
G331,G365,0.0943448262092182
G302,G46,0.09411280033941535
G115,G325,0.09381243345031297
G47,G165,0.09376400974174343
G80,G378,0.09348858548240009
G359,G150,0.09335891739309612
G102,G150,0.09314370326784313
G67,G331,0.0930335708923016
G253,G263,0.09302331549393736
G69,G156,0.09283608550751558
G246,G87,0.09267219719059969
G253,G196,0.09237456886107212
G47,G9,0.09200111545503499
G54,G139,0.09172046548865724
G302,G344,0.09162310604669119
G30,G182,0.09154820086066068
G391,G235,0.09071239097533913
G47,G326,0.0904904244766797
G19,G311,0.09036644224997689
G302,G84,0.09013025361879945
G41,G255,0.08993211545424327
G115,G146,0.089772588055725
G115,G348,0.08916180699392857
G84,G69,0.08880451139987419
G331,G340,0.08858295906390631
G355,G387,0.08853035247296875
G196,G376,0.0880490413809677
G391,G397,0.0877319371720181
G144,G198,0.08769868369472511
G102,G190,0.08757432021064282
G212,G198,0.08750934508939362
G47,G308,0.08735899591503568
G69,G32,0.08720751568015134
G144,G75,0.08712719389744591
G144,G312,0.08703108872756174
G30,G72,0.08686199024662279
G331,G223,0.08662964744402349
G398,G322,0.08633488653673439
G19,G21,0.0861305986963164
G243,G47,0.0855097053197717
G150,G327,0.0854505129792955
G54,G354,0.08530033747653087
G41,G51,0.08488620968392582
G47,G207,0.08451340512747593
G212,G58,0.08436603276549812
G41,G84,0.08426984636064862
G102,G227,0.08422503144884501
G41,G67,0.08372586101836153
G196,G312,0.08310581760685237
G393,G302,0.08304451246746752
G238,G364,0.08301059784782278
G196,G331,0.08277084770806786
G54,G19,0.08246948830292963
G102,G203,0.08242401193367832
G331,G92,0.0821891693164746
G331,G390,0.08188708907122758
G102,G84,0.08184825593397187
G144,G280,0.08179265952059978
G144,G331,0.08153166671361145
G196,G381,0.08147676554685644
G19,G25,0.08124526715441044
G277,G302,0.08101736426696532
G391,G398,0.080981277465443
G253,G302,0.08091312668102826
G1,G13,0.08090477629153986
G102,G224,0.08050628681485686
G238,G40,0.08026245713377922
G84,G222,0.08021616288707717
G262,G89,0.08014584723298097
G46,G145,0.08014542008796968
G196,G67,0.07932721048704522
G238,G241,0.07913386836666181
G391,G226,0.07908202017252325
G115,G178,0.07881628705499566
G246,G253,0.07839759673959251
G19,G129,0.07827104508816907
G253,G169,0.07804395303832101
G246,G17,0.07791119624773711
G331,G67,0.07762181355215547
G382,G379,0.0774227737371484
G54,G191,0.07734020832380545
G144,G167,0.0770946082929749
G150,G41,0.07696775384777083
G30,G214,0.07662675080547059
G84,G297,0.07655969224680291
G398,G101,0.0763795102244641
G144,G150,0.07634565730877214
G180,G266,0.07632244222746333
G123,G179,0.07623958357522122
G54,G252,0.0761419753620046
G212,G90,0.07612960363725066
G373,G144,0.07604907538684699
G253,G156,0.07602840578343462
G144,G346,0.07598222362316671
G115,G215,0.07592655955163527
G393,G96,0.07573564576355649
G212,G144,0.07571756358826104
G115,G286,0.0756047661496418
G395,G292,0.07525648968329508
G84,G74,0.07520315680325006
G67,G219,0.07520039637949769
G19,G281,0.07493963836302597
G19,G113,0.07438384900345278
G373,G330,0.07437713513102684
G19,G20,0.07437073551704636
G115,G137,0.07433293634729653
G150,G39,0.07425755480583593
G246,G129,0.07423741814151412
G19,G27,0.07391972845053073
G46,G238,0.07382328409898381
G212,G169,0.07373030384223392
G144,G171,0.0736695969266544
G84,G48,0.07301134047112454
G67,G398,0.07289703075176732
G47,G273,0.07278724599659606
G196,G131,0.07247009139808472
G373,G336,0.07242488956176338
G46,G77,0.07233964591402059
G46,G57,0.07195455652874642
G373,G315,0.07184341994215124
G246,G340,0.07160581470820801
G47,G11,0.07141916966970822
G144,G324,0.07124053561214569
G144,G34,0.07106848321630138
G253,G376,0.07096573975393711
G302,G253,0.07095828052151665
G1,G16,0.0706763832334331
G238,G287,0.07055649278933676
G246,G234,0.07014258850169794
G67,G154,0.0700446057786513
G144,G259,0.0700086199134409
G46,G280,0.06957646655625936
G84,G169,0.06943453327809122
G47,G126,0.06939516999474413
G80,G357,0.06916612120509205
G69,G302,0.06914959201683758
G144,G168,0.06885726045785256
G331,G246,0.06847263654992883
G391,G22,0.06833632305743967
G67,G196,0.06823372750921122
G359,G375,0.06813077664675048
G130,G253,0.0680633445933399
G253,G70,0.0671696894949691
G302,G109,0.0671178535877622
G331,G86,0.06687981200264376
G30,G213,0.0665804587697925
G355,G262,0.06653471961593987
G30,G337,0.06635563055379293
G373,G353,0.06634844517086039
G123,G198,0.06631301161116808
G19,G18,0.06625868291317386
G19,G232,0.06625705893376418
G196,G277,0.06619454141911257
G238,G302,0.06607109561992011
G19,G28,0.06592489618610622
G212,G267,0.06572626293827266
G253,G145,0.06556121159317052
G253,G368,0.06538273560905326
G331,G319,0.06529416179618568
G46,G62,0.06503962488061694
G67,G276,0.06487254836880621
G84,G216,0.06478587710484053
G41,G57,0.06466428994037121
G144,G194,0.06456289501640751
G84,G314,0.06442005863380305
G144,G380,0.06436005802603571
G54,G144,0.06412929965092068
G54,G253,0.06385197675984437
G253,G211,0.06360914470448817
G41,G75,0.06356047980855564
G238,G218,0.06334543004283419
G1,G12,0.06333508952086526
G47,G223,0.06330919704693816
G80,G157,0.06318074897026049
G196,G39,0.06315352563902693
G69,G41,0.06305275062772452
G373,G109,0.0629277809133666
G398,G150,0.06288608892604945
G196,G349,0.06286901634475289
G331,G253,0.06275864132147924
G67,G352,0.06272183097062614
G84,G150,0.06268665085768005
G84,G315,0.06253904508442296
G246,G75,0.062456089144266425
G84,G57,0.06235969034582084
G115,G127,0.062262402192844374
G398,G162,0.062111392338853974
G277,G196,0.06198837696156931
G67,G315,0.06175873670677259
G67,G168,0.06168502666127526
G54,G376,0.06118740190828491
G1,G6,0.06097254700368099
G373,G302,0.060967118975487705
G253,G276,0.06096087867120173
G212,G253,0.06082188048378126
G102,G199,0.060789356468667274
G238,G283,0.06067828896039845
G84,G115,0.06057266669910321
G80,G66,0.060406356853683424
G41,G166,0.06028923349917072
G359,G398,0.060190598446070685
G123,G371,0.05996414892483067
G102,G172,0.05976242180534503
G277,G399,0.059749354462348185
G302,G352,0.05974385783432616
G30,G285,0.05973425080139299
G150,G98,0.05969612109600994
G47,G198,0.059688888938488005
G84,G221,0.05965683134376623
G253,G254,0.059656736587030426
G246,G363,0.05958466982477667
G67,G144,0.059501482719492876
G69,G165,0.05950067555283546
G395,G398,0.05943546554213257
G212,G112,0.05929524296239813
G46,G199,0.05917799666147769
G144,G261,0.059154485261817796
G1,G10,0.05886917804417876
G123,G156,0.058746294605817775
G150,G315,0.05857559434338419
G196,G165,0.05856607218917373
G123,G390,0.05842370792483727
G395,G302,0.058107719937957734
G355,G272,0.05804703809576209
G331,G312,0.05774910350114698
G382,G253,0.05773971282036776
G196,G212,0.05731982771503771
G253,G99,0.05720605846339347
G67,G324,0.05713525839168307
G47,G86,0.057108891777038095
G67,G253,0.05706855765861921
G80,G302,0.056994907630124075
G30,G320,0.056851909256315836
G262,G235,0.05682302313178696
G373,G39,0.056491676681050124
G47,G188,0.056458042876047554
G196,G198,0.0564389226113611
G144,G217,0.05641771561988253
G302,G198,0.05622716691086285
G246,G331,0.05614789248770424
G246,G39,0.056011617575551814
G398,G67,0.05587904389381135
G150,G336,0.055794454543560884
G253,G388,0.05576404320319031
G80,G375,0.055710167594660964
G373,G278,0.055592314847569796
G373,G198,0.05556929119375709
G144,G53,0.05556124544318114
G302,G347,0.05553335410239619
G102,G393,0.055428562811903365
G67,G23,0.055379277081541466
G238,G322,0.05527295614590662
G47,G123,0.055170514914388055
G144,G52,0.05506939875778573
G212,G262,0.05497371076721859
G69,G198,0.05460998202579982
G46,G302,0.054581938727273765
G398,G167,0.05455134864976176
G41,G131,0.05451896319679536
G302,G218,0.054490544468040275
G331,G315,0.05448316256178498
G1,G14,0.05441285378054173
G30,G291,0.054359229085128094
G69,G66,0.05426945155755901
G123,G253,0.05425909082087005
G84,G253,0.05414817603149426
G102,G117,0.0539065418552878
G123,G204,0.053809679552512854
G238,G57,0.053609830170271794
G302,G116,0.05345509497766058
G144,G87,0.053432799640305756
G398,G382,0.05342912792900527
G246,G205,0.05334538408003395
G262,G150,0.05331820281717177
G67,G233,0.053295202332451615
G382,G223,0.05329254128943381
G196,G204,0.0532702848028736
G196,G150,0.053256884489220446
G123,G302,0.05314015928296863
G331,G242,0.05312892984241588
G46,G168,0.052986639236076674
G398,G288,0.052830727162855834
G262,G60,0.05280215206374042
G46,G344,0.05277513338894685
G302,G333,0.052752898303380015
G246,G198,0.05263429578676493
G196,G398,0.05253504947745037
G196,G65,0.052282559570850914
G69,G84,0.05224071818315898
G331,G144,0.052238043601287254
G84,G36,0.05207918067134002
G355,G41,0.05193255871970982
G84,G39,0.05190540599368368
G130,G302,0.051739833357337665
G302,G120,0.05170806448256801
G331,G264,0.05164518478662787
G150,G196,0.051644265814855234
G253,G67,0.05160072224034179
G373,G335,0.051547930496525035
G102,G160,0.051382808403418884
G67,G330,0.05118044262420254
G212,G196,0.05098815739573154
G80,G256,0.05089240745189644
G196,G126,0.05087677338348537
G302,G179,0.05080722143101979
G54,G134,0.05079013495031654
G355,G75,0.050690097698136996
G150,G330,0.05067939304553151
G196,G169,0.05064372247278373
G144,G126,0.05061549575610316
G46,G123,0.050589664359650406
G253,G71,0.05056094679467432
G144,G390,0.05055891011908192
G398,G153,0.05051028325371086
G262,G302,0.050240362436369736
G238,G343,0.0502048010446465
G67,G41,0.05014937390869148
G1,G0,0.050144567803698845
G196,G167,0.04985994482943773
G41,G167,0.049848203748101894
G80,G135,0.049584245075618816
G243,G342,0.04943248646057366
G150,G195,0.049419818748075044
G150,G1,0.04933473296929588
G80,G178,0.049326324201170516
G359,G219,0.04931158497862853
G391,G156,0.049310320576268704
G212,G274,0.049230767832210656
G1,G4,0.049128350194690085
G398,G299,0.04909017872712594
G41,G55,0.04899700289459115
G253,G212,0.04894630533419986
G212,G109,0.048813830673605285
G398,G92,0.04876681636503721
G47,G349,0.04858124973113093
G262,G170,0.048570755555711755
G115,G116,0.048564388695285
G150,G84,0.04850951403859649
G373,G341,0.048384859660877466
G398,G236,0.04837699827875203
G84,G192,0.04836619307078374
G144,G352,0.04834115539125616
G54,G109,0.04828657701845561
G253,G246,0.04827817493614836
G67,G336,0.04823565253940165
G144,G277,0.048150920447459195
G395,G276,0.04802347075357603
G395,G107,0.047963099820294744
G180,G331,0.0479277960381553
G84,G81,0.04792051591196796
G243,G296,0.04788740517522988
G238,G145,0.04767289870959815
G30,G99,0.04764992468219736
G382,G398,0.04753622783555275
G302,G169,0.04751253650931492
G373,G73,0.04749934356586272
G212,G302,0.047323629725895114
G196,G297,0.047297861811762196
G69,G150,0.04721341239185174
G69,G199,0.04703684491340267
G382,G75,0.04703352551212184
G398,G47,0.04702187339875313
G393,G316,0.04698884345893302
G238,G244,0.046931207645190126
G84,G206,0.04690457407682662
G302,G199,0.04675900290060811
G123,G39,0.04671880679433997
G196,G335,0.046707215566304056
G302,G336,0.04669709557279614
G67,G376,0.04660297987547382
G373,G287,0.04655525158732643
G196,G168,0.04649996837527573
G144,G57,0.04638887295581351
G144,G373,0.04625027400257958
G246,G99,0.04615220552900565
G196,G47,0.04614680317131739
G69,G321,0.046003280674062105
G1,G2,0.045982296106710625
G123,G315,0.045972318522136194
G41,G26,0.04593571732030702
G243,G397,0.04589111476899413
G196,G75,0.04584596328049503
G19,G44,0.045748656714548766
G253,G397,0.04567554121732535
G395,G318,0.045642120859687885
G1,G3,0.04544097219572219
G238,G234,0.0453813044124097
G123,G165,0.04532977329102941
G196,G336,0.04531775948273045
G196,G278,0.04518454167493732
G331,G248,0.04515982713025108
G196,G315,0.04514894761756405
G391,G274,0.04505421919794482
G102,G82,0.04500051283199854
G47,G99,0.04496314056729259
G102,G121,0.04495545257349833
G80,G10,0.04486181101346069
G398,G391,0.04486169052376571
G54,G39,0.044859626613484804
G373,G331,0.04482445720707226
G102,G304,0.04481615689937392
G54,G169,0.0448078531291749
G123,G75,0.04470222078279211
G19,G106,0.04462208489992444
G373,G150,0.044589059209268006
G46,G218,0.04454048975172922
G238,G120,0.04444348796391137
G331,G75,0.044409257803816715
G253,G138,0.044352927373922296
G253,G204,0.04434648139144243
G243,G315,0.04432926448461192
G54,G242,0.04414667668986019
G115,G123,0.044052025102798195
G196,G179,0.04393230301788548
G30,G322,0.0438798500521759
G46,G112,0.04383130167714001
G123,G47,0.04377584156407839
G130,G64,0.04376024598663278
G144,G229,0.04371265718309618
G302,G335,0.04369658610577079
G170,G261,0.04363781958980359
G391,G30,0.0436147878524728
G67,G198,0.043606001735613936
G238,G198,0.043582151151589865
G47,G253,0.04357214996635701
G302,G238,0.04352363680462154
G391,G210,0.04351631307878736
G180,G196,0.043509214066697124
G30,G108,0.043484861715800203
G54,G156,0.043328206375042144
G238,G295,0.04331090467337076
G170,G149,0.04320640768180065
G67,G335,0.04310876547478876
G238,G161,0.04308606425310681
G67,G39,0.043068939508096926
G302,G300,0.043054715502518576
G41,G277,0.04300189093202532
G253,G242,0.04299487590546336
G331,G225,0.04293582308229138
G238,G369,0.042895205123397714
G243,G204,0.0427651964949385
G84,G209,0.04268301125737557
G246,G349,0.04256094903004998
G41,G218,0.042476320596170763
G246,G321,0.042184893225778744
G1,G5,0.04209502693153685
G212,G372,0.04203814162677175
G54,G315,0.04194006253865919
G246,G126,0.041935227018693344
G84,G41,0.04189542999238546
G47,G167,0.04189152437691551
G46,G24,0.041870621575013076
G302,G315,0.04186812643207499
G67,G179,0.04185998914360364
G102,G364,0.04173544865404265
G393,G102,0.041536668789132467
G150,G109,0.041459490966396145
G54,G312,0.04141549466629768
G67,G372,0.041361082779752534
G144,G196,0.04129460522857481
G150,G199,0.041213385997156876
G150,G198,0.04116174816896759
G67,G204,0.041083602595102575
G46,G324,0.0410462224508915
G355,G382,0.04098542561610047
G84,G256,0.04096161230199992
G144,G342,0.040931194079605576
G69,G276,0.040873112199025924
G115,G52,0.04081062002676655
G46,G169,0.040805116593113255
G150,G334,0.04068952643300672
G47,G390,0.040667259300376735
G30,G48,0.04060585529346446
G46,G317,0.04047997487133699
G196,G300,0.04047756560440044
G302,G145,0.040473248425646674
G331,G369,0.040449443445477434
G54,G331,0.04043081197712642
G196,G234,0.04037630788706553
G373,G218,0.04036529886130408
G262,G241,0.04035173146226901
G102,G310,0.04034611862711153
G212,G341,0.04031165243850868
G196,G293,0.040225235033292756
G373,G103,0.040215482051796425
G277,G332,0.0401957711124078
G246,G315,0.04018974118501556
G150,G335,0.04018813972488561
G238,G118,0.04012524473164997
G373,G306,0.04011323666652411
G302,G47,0.04008884273274964
G69,G102,0.040082421101726454
G238,G114,0.04000637374892099
G243,G276,0.04000239345648382
G180,G262,0.03999557481003091
G246,G79,0.03991068047654717
G80,G47,0.03983268515061033
G41,G145,0.039776130082071315
G238,G273,0.0397514114214325
G262,G226,0.03970935577513765
G212,G335,0.03968588714936988
G115,G29,0.03966444765574448
G393,G84,0.03960680246668451
G253,G92,0.03957438612604469
G277,G253,0.03947720228226834
G243,G75,0.03940548225954645
G395,G199,0.03937826773397672
G393,G183,0.039373912535423626
G180,G397,0.039349083972846276
G19,G15,0.039305046594618774
G212,G336,0.03928648209398125
G84,G157,0.039193061708316934
G277,G372,0.039162648098683195
G46,G118,0.038893480479899156
G373,G165,0.03887254039015153
G246,G228,0.03883947070485999
G54,G126,0.03881363176023181
G46,G253,0.03877536084395618
G47,G340,0.038774016333777084
G30,G159,0.038715561764601836
G80,G391,0.038689180309393875
G246,G165,0.03868116313443526
G277,G361,0.0386586901685452
G382,G84,0.03863635530521177
G391,G150,0.03862797905861116
G243,G211,0.038602346213351214
G123,G133,0.03858238389306312
G398,G253,0.03854677692049838
G30,G209,0.038544431353499456
G47,G87,0.03851323918019242
G150,G331,0.03850254975401429
G382,G390,0.038494456100786736
G246,G149,0.03845341959816638
G395,G378,0.038381148901964826
G196,G211,0.03835337767194516
G196,G83,0.03833010984190037
G80,G219,0.038319821317041675
G212,G165,0.03817981641500742
G69,G57,0.03812378806065406
G54,G67,0.03809838576890555
G46,G153,0.0380847799639132
G359,G183,0.038083614499691915
G19,G212,0.0380828724538894
G212,G79,0.038054150778934856
G47,G114,0.03802202908358546
G115,G57,0.03801347311628095
G47,G339,0.03798737039435621
G46,G39,0.03795725457093936
G238,G253,0.037934168672644666
G47,G331,0.03786176656870746
G331,G198,0.03785161282026456
G373,G169,0.0378050742753154
G67,G57,0.03777198495707372
G180,G126,0.03774524697417692
G123,G183,0.03772348342953668
G54,G340,0.03766525104971648
G398,G328,0.03751792526577103
G253,G273,0.03742433689071717
G302,G301,0.03735598699757296
G302,G168,0.03734835243971743
G243,G321,0.037306806767924736
G238,G316,0.03727329916709335
G359,G253,0.03726771997672311
G238,G249,0.03714377888265648
G253,G384,0.03713392553355169
G355,G210,0.037072820856045005
G302,G144,0.03705047087035751
G212,G192,0.03704800975880046
G382,G198,0.03703448344331825
G253,G312,0.03699002826434539
G30,G23,0.03698439592440613
G150,G202,0.03697775705959039
G80,G158,0.03692690658646209
G67,G169,0.03689231711269325
G69,G204,0.03687073716161024
G373,G168,0.03685691436100763
G180,G342,0.03681192697480692
G393,G331,0.036799270387652405
G84,G102,0.03679574261714133
G150,G218,0.03672337277543308
G123,G84,0.03672282231711037
G67,G308,0.0366744521190015
G54,G99,0.03664607747909131
G398,G146,0.036602084354395735
G243,G391,0.03657172103560945
G212,G376,0.03649320383224408
G262,G102,0.03642838477484274
G302,G165,0.036381120141935536
G54,G168,0.036376415488993646
G54,G198,0.036332890506886414
G41,G69,0.036315371947267444
G41,G340,0.03630527152357685
G123,G67,0.03630288066370309
G47,G92,0.03629171643987364
G243,G126,0.03625547257329774
G67,G165,0.03620111539351831
G331,G4,0.03619034296680552
G144,G363,0.03613374720612644
G84,G237,0.036071054434871595
G80,G105,0.03605536153948882
G84,G382,0.03602966582961285
G398,G43,0.03602176402183299
G47,G168,0.03594559853687697
G373,G352,0.035929319416432876
G196,G140,0.03578485683948594
G144,G48,0.03576842150509868
G393,G198,0.03573653833554903
G123,G126,0.03569993974608161
G144,G340,0.03569890506979623
G130,G256,0.03566886426115039
G67,G181,0.03565352432671884
G47,G196,0.03565288126403973
G46,G198,0.0356380399102218
G331,G39,0.03563640267517368
G302,G299,0.035615320921760285
G395,G198,0.03556327797480314
G80,G299,0.03553519794786886
G46,G283,0.035516763112788174
G243,G198,0.035511218822364195
G47,G398,0.03541658347971832
