Gene1,Gene2,score
G253,G156,0.2825230884512019
G253,G109,0.28222935531242554
G102,G80,0.28113464605971783
G80,G190,0.27900682668402
G84,G118,0.27664390881218276
G302,G280,0.27377938387510453
G84,G343,0.27377314302234546
G253,G273,0.2727758523874328
G84,G244,0.27195934747249023
G84,G302,0.27189439547835376
G80,G357,0.2708535142577993
G102,G375,0.2693092628519658
G144,G284,0.2678691350805695
G144,G112,0.2670015805755963
G47,G258,0.266751433486886
G84,G145,0.26400041277939995
G84,G229,0.2637242300186208
G84,G192,0.26221457629994516
G84,G46,0.2586821049041836
G47,G308,0.25779236427178986
G144,G65,0.25695803282044455
G47,G323,0.2544246199931104
G84,G334,0.2540239218467828
G47,G276,0.252724479654402
G47,G163,0.25109778918456754
G102,G299,0.25008496287286613
G253,G317,0.2496067198577931
G67,G143,0.2490534257985616
G398,G69,0.2423380736821394
G80,G88,0.24155641244687678
G144,G369,0.24140459969593514
G47,G79,0.2394900780229242
G253,G306,0.23740379156958843
G302,G393,0.2370955662961716
G47,G275,0.23569268074290828
G253,G297,0.23526505918642618
G47,G133,0.23462362150445965
G67,G158,0.23443287581707156
G69,G304,0.23392156521908353
G69,G47,0.23390892382010683
G67,G201,0.23362863250525254
G47,G129,0.2329008955854405
G144,G211,0.23229568002431752
G144,G54,0.23029120606263048
G84,G155,0.2301884246465465
G47,G260,0.22992801678920022
G253,G114,0.2274022311499395
G47,G230,0.22635235916736823
G69,G398,0.22487837109270203
G253,G293,0.22461931426474596
G253,G271,0.22408501438889852
G47,G310,0.2226678407712711
G102,G183,0.22165155176936574
G67,G294,0.22101020890762646
G150,G130,0.2192800049713789
G331,G71,0.21622681798266793
G196,G353,0.21616274010111247
G253,G98,0.21577901620702333
G67,G237,0.2130601448080341
G47,G307,0.21291510722464108
G253,G91,0.21279842623176892
G102,G105,0.21257138546272827
G253,G384,0.2124000422578887
G144,G148,0.2111790476127864
G302,G161,0.21116420379871337
G253,G132,0.21027731986393047
G150,G62,0.21011478813385515
G253,G76,0.20942244541584146
G47,G193,0.20916416290046486
G46,G356,0.20527034541869296
G69,G85,0.2050551753897589
G123,G206,0.2026633690802495
G84,G257,0.2022101417134169
G46,G77,0.2018068886980437
G67,G188,0.20150548165026536
G102,G219,0.19908079369553983
G253,G313,0.19879566412210467
G102,G154,0.19747741673830066
G253,G59,0.19591731057401374
G69,G290,0.19348466091604763
G253,G103,0.19146925930663755
G398,G180,0.18954783234357167
G84,G374,0.1880923153949792
G47,G377,0.1854433143862495
G150,G249,0.18311582300312726
G246,G86,0.1828989231542056
G67,G121,0.17837948036620163
G144,G303,0.17817283998581337
G102,G110,0.17816217318210598
G398,G123,0.17674049995663185
G144,G247,0.1760753901475874
G253,G210,0.17554461118837067
G69,G299,0.17380524096255826
G84,G301,0.17350501567949048
G47,G350,0.17329740656542053
G123,G250,0.172813555822467
G246,G126,0.17153441476040132
G144,G100,0.1688190406225595
G144,G329,0.16830285915200097
G54,G245,0.16775306314797422
G47,G42,0.1643337356185548
G382,G355,0.16390323332200024
G41,G33,0.1636586501127527
G67,G66,0.16092614933860933
G102,G119,0.15923378933287108
G84,G48,0.15788010864800037
G302,G177,0.15718608657200855
G246,G92,0.15642680248369148
G47,G93,0.15614198276842112
G391,G394,0.15604219154702603
G41,G345,0.15592859818865934
G123,G362,0.15418518829695174
G144,G331,0.15308607332792992
G144,G315,0.1526106717942384
G302,G128,0.15180736686513505
G47,G173,0.15164027038678882
G123,G181,0.15158944774576388
G180,G289,0.15030272144079246
G47,G147,0.1494888538581428
G41,G61,0.14678724597592388
G47,G184,0.14492834556254092
G246,G223,0.14401726181742353
G246,G390,0.14393138814325004
G47,G50,0.1432913152772019
G150,G38,0.14173366339420326
G41,G97,0.14100252436965885
G67,G391,0.14098753973467584
G144,G253,0.14057025427427802
G54,G385,0.1402346059157988
G80,G221,0.13970079651503264
G331,G67,0.13926975610884584
G331,G251,0.13914951995539965
G67,G187,0.13884576089626163
G331,G136,0.13687272775479892
G80,G8,0.13678795374394143
G253,G81,0.1346132686099731
G180,G298,0.13439360800998892
G54,G386,0.13412059424738856
G47,G318,0.1303294676476024
G67,G135,0.1295608228715077
G238,G199,0.12777999489558012
G144,G336,0.12732447172278225
G331,G86,0.12711856510174005
G84,G122,0.1266863509758848
G84,G108,0.12660519958889804
G41,G262,0.12382637445629519
G47,G78,0.12302117635268246
G47,G243,0.12290984679406125
G67,G82,0.12250377431518028
G80,G197,0.12214295017889878
G102,G45,0.12192734312775068
G331,G41,0.1217738078492316
G67,G175,0.12124214783722868
G246,G340,0.1208274823559313
G102,G370,0.12064186470483863
G102,G332,0.12063456879732062
G331,G383,0.12036968607235732
G382,G292,0.119647833722814
G253,G280,0.11950231900601502
G102,G164,0.11944924389119235
G144,G39,0.11884937601079429
G253,G52,0.11721947173903804
G115,G146,0.11720930683681809
G391,G226,0.1166547125513009
G46,G84,0.11619276954354113
G54,G176,0.11607402445187924
G84,G41,0.11528493279564603
G212,G331,0.11522299461282465
G253,G302,0.11490642317680996
G331,G239,0.11483153769268412
G123,G149,0.11478317837895832
G238,G240,0.11319519726885444
G47,G68,0.11312745183502271
G238,G69,0.11299656957561549
G355,G387,0.11269813083814553
G398,G395,0.11258940481434727
G277,G367,0.11255414904035593
G47,G37,0.11250892675641518
G331,G124,0.11247155424607103
G84,G380,0.11127339550387669
G253,G309,0.11125125282669664
G47,G31,0.11107309654941588
G144,G341,0.11096034137464322
G391,G392,0.1108163062249642
G150,G49,0.11078836892729264
G47,G269,0.11055916241355866
G41,G366,0.11048141308866434
G277,G196,0.10959517650105388
G41,G92,0.10939596102958873
G47,G69,0.10860116422028934
G19,G186,0.10803613462362792
G150,G359,0.10768013584688149
G123,G189,0.107098315966083
G302,G217,0.10695154030182412
G144,G278,0.10691681230072159
G302,G279,0.1065309350907106
G144,G63,0.10639897708600927
G69,G67,0.10615767686111882
G47,G111,0.10600652079681461
G331,G126,0.10532752677013421
G47,G9,0.10466741103533342
G144,G204,0.10452998924968018
G67,G398,0.10423183603534562
G41,G351,0.10410505080474632
G84,G57,0.10384479268673646
G67,G274,0.10332676025584737
G41,G51,0.10177683613539638
G144,G92,0.10163983697980583
G46,G344,0.101086588895484
G67,G331,0.10089351737338642
G238,G265,0.1006992010428567
G144,G390,0.1001925904984581
G150,G339,0.10004709237438465
G1,G13,0.09986843501518161
G47,G114,0.09969460867213559
G67,G125,0.09964676403616902
G373,G35,0.09946283980551009
G302,G253,0.0990203401727267
G302,G202,0.09866479634276752
G67,G168,0.09829720223774269
G144,G334,0.09739038066733333
G253,G191,0.09721361263841005
G150,G102,0.09686263747040613
G144,G156,0.09636773883865005
G331,G174,0.09635838353983832
G196,G253,0.0960453999523235
G393,G302,0.09553441674930141
G144,G198,0.09545215766402604
G277,G372,0.09513262314226084
G331,G139,0.09512819345345279
G196,G47,0.09512289132034582
G54,G152,0.0944442084460447
G144,G218,0.09430594324008956
G123,G322,0.09409437246456773
G46,G396,0.09398489865160176
G144,G145,0.09285771102132759
G150,G253,0.09236471475001601
G67,G162,0.09183523173998183
G1,G6,0.09165290691365822
G130,G150,0.09161719524438502
G331,G87,0.09149707628203241
G196,G381,0.09024900145975666
G144,G75,0.08995045372611826
G123,G371,0.08956050346013295
G144,G330,0.08938182811703688
G115,G286,0.08891387695443546
G144,G234,0.08870493858194956
G212,G182,0.08857281817771286
G67,G179,0.08834695441543691
G243,G47,0.08826632906200124
G253,G67,0.08823677168029995
G144,G340,0.08819402960449038
G144,G335,0.0876597846587755
G47,G11,0.08754642772684552
G373,G315,0.08703574686537469
G180,G398,0.08700986991506748
G331,G144,0.08673541369164756
G331,G300,0.08673013156066492
G196,G263,0.08649395125687377
G393,G96,0.08642265279547054
G144,G169,0.0859403046319781
G331,G267,0.08576589281329511
G180,G270,0.08481674286198328
G84,G346,0.08459311862497067
G262,G89,0.08433453005070835
G41,G69,0.08419653388925044
G47,G326,0.08414361230725914
G302,G314,0.08405938800642394
G41,G340,0.08403902211822398
G144,G196,0.08391544619178112
G373,G308,0.08289488824072855
G41,G255,0.08247070459395926
G30,G291,0.08209026505462683
G144,G223,0.0820754154312707
G19,G25,0.08202268487063198
G246,G87,0.08194858151799528
G331,G352,0.08175580279446545
G262,G379,0.08124637326856785
G373,G278,0.08123650768102661
G302,G39,0.08109354760815038
G253,G246,0.08081678642462276
G54,G354,0.08017939927373828
G331,G196,0.08016464689857111
G47,G126,0.08000623404922749
G302,G198,0.07995281963438416
G47,G349,0.0796959247128117
G41,G57,0.07913616180701549
G302,G34,0.07870227110823874
G19,G311,0.07832396661710031
G54,G242,0.07826746393147704
G41,G331,0.07819678510008465
G84,G222,0.07810641294124529
G19,G26,0.07779230294772248
G123,G347,0.07745925663711835
G331,G282,0.07743770301104753
G246,G376,0.0773940759865191
G144,G105,0.07733636021279451
G54,G254,0.07715912440141705
G115,G348,0.07660077928614777
G246,G131,0.07602137976328341
G144,G67,0.07601466869518306
G84,G102,0.07590194279268322
G47,G32,0.07562204375584457
G382,G272,0.075293407252731
G69,G41,0.07462134057242462
G144,G19,0.07450187464622789
G67,G253,0.07445683717334392
G246,G39,0.0743312298997067
G302,G84,0.07432348939775374
G391,G327,0.07422302212369528
G67,G41,0.07408863301200139
G246,G17,0.074075925123947
G67,G308,0.07403660978898419
G102,G227,0.07398980374395059
G47,G268,0.07389907770477021
G46,G145,0.07375919600141463
G102,G203,0.0737487535930496
G253,G194,0.07366470319929169
G30,G214,0.07360974321573657
G373,G198,0.0735303802009804
G144,G338,0.07333576009923676
G144,G86,0.07330988831507423
G19,G232,0.07323933739635417
G84,G206,0.07316541498541262
G54,G99,0.07309376304052821
G41,G134,0.07287144374846881
G246,G167,0.07273565731180803
G67,G165,0.07263246646568006
G373,G39,0.07230584718956079
G19,G21,0.0722900227085374
G238,G344,0.07226768789702984
G196,G126,0.07174243706151162
G196,G331,0.07165948466471322
G84,G150,0.07116606440724993
G30,G213,0.071136402007926
G277,G242,0.07111399456961627
G398,G67,0.07104332992827855
G123,G126,0.07091717536104299
G359,G375,0.07085887935111881
G80,G157,0.07074679148725038
G238,G364,0.07073433959452025
G262,G235,0.07041346891503739
G382,G219,0.07038999581578645
G47,G92,0.070381084518268
G331,G92,0.07020332845183094
G150,G95,0.06962816284494203
G19,G1,0.06938679266556531
G46,G317,0.06900573680162803
G212,G317,0.06890813009798345
G115,G325,0.0688439702722523
G382,G67,0.0687041926946585
G395,G292,0.06868916610355512
G144,G195,0.06811431010204368
G238,G118,0.06801242544486627
G67,G372,0.06782859667258342
G262,G365,0.06766422047040563
G302,G267,0.06753010378581359
G41,G84,0.06729324130097893
G102,G84,0.06722245527389259
G373,G145,0.06714612180276794
G41,G39,0.0668132329913836
G277,G212,0.06674156452998983
G180,G266,0.06672404670319305
G41,G86,0.06658043465703356
G67,G53,0.06629375506678659
G238,G302,0.06628602756431201
G180,G196,0.06621850552677794
G359,G398,0.06619464598229066
G302,G373,0.06611923252352916
G277,G332,0.06609231931865392
G238,G123,0.06592544746171419
G47,G165,0.06592390370483275
G212,G319,0.06584089279559596
G54,G144,0.06563328050041511
G41,G390,0.06550531676664209
G115,G178,0.06521294438596616
G246,G259,0.06516068173940195
G331,G373,0.06511454750659798
G373,G138,0.06494962475397148
G123,G86,0.0647728435513027
G46,G62,0.06466785860930184
G41,G223,0.06456584644517546
G47,G196,0.06455608242495812
G123,G179,0.06436529749188416
G302,G216,0.0643613611138552
G196,G67,0.0643519846287944
G123,G388,0.06421056145862268
G41,G67,0.06420306102445053
G19,G113,0.0641573490956569
G212,G277,0.06404469787892222
G196,G71,0.06363857527999256
G246,G312,0.06324307301065049
G41,G150,0.06304866834923337
G246,G331,0.0629256922073293
G46,G316,0.06285129541938608
G69,G57,0.06260354146893143
G102,G199,0.06245127033270688
G373,G179,0.06233163720200338
G130,G41,0.062122692959389395
G46,G199,0.062097425135434786
G67,G315,0.0620403864076563
G46,G364,0.06189930487512324
G331,G39,0.06185223440990614
G69,G156,0.06181306751192765
G253,G229,0.0617702132299473
G331,G312,0.06161976337113512
G80,G220,0.061596101169821935
G373,G335,0.06130082693701622
G84,G369,0.061270073172173534
G212,G228,0.06126165948967505
G30,G209,0.061233155460473414
G47,G223,0.06119399844402232
G123,G156,0.06118809771389824
G47,G67,0.06113087524907482
G19,G28,0.06108862005472253
G238,G160,0.06102472808440189
G54,G248,0.060821060710772715
G30,G72,0.06077131145167236
G196,G198,0.06075666122435963
G67,G115,0.06034482207128795
G150,G335,0.06031859891966837
G238,G104,0.0600585711828478
G47,G299,0.06000387845136268
G19,G18,0.059953110377937165
G393,G114,0.059905355232888466
G373,G331,0.05981706925360758
G41,G126,0.059734975591957284
G253,G126,0.05948449488533597
G196,G39,0.0589215409974812
G238,G120,0.05883093064628281
G41,G75,0.05881587340329372
G54,G116,0.05868290258124226
G47,G317,0.05864550237379876
G46,G57,0.058641583884059545
G391,G67,0.05856032381710179
G277,G90,0.058355661002648156
G212,G211,0.05832228175866168
G212,G302,0.05832173481139456
G391,G22,0.05830301577464202
G150,G336,0.05823324764738619
G54,G67,0.05820044585821958
G373,G242,0.05790467715381248
G331,G138,0.057823853745216716
G46,G69,0.057787624862460044
G1,G5,0.057670767493177025
G302,G352,0.05766826743931702
G123,G398,0.05742961175165351
G373,G228,0.05724352569193758
G115,G215,0.057188973069732175
G80,G299,0.05715961011698131
G253,G316,0.05704250632620092
G391,G150,0.056949913810642634
G246,G198,0.05692444406711003
G391,G156,0.05687461322554273
G302,G299,0.0567513935972693
G84,G76,0.05673042310490435
G67,G388,0.05671330792766757
G123,G114,0.056711309241446864
G262,G207,0.056655586125552736
G355,G41,0.05657308137961935
G391,G397,0.05631122607253501
G355,G382,0.056300833061117744
G331,G264,0.05614088830358716
G69,G60,0.05605905074298242
G150,G39,0.05605628391194789
G123,G67,0.05605357233246305
G246,G253,0.05602271429750641
G253,G171,0.05593159858411628
G196,G167,0.05578743510098086
G262,G166,0.05575949545649495
G123,G161,0.05571080410279533
G302,G336,0.0556872453868629
G130,G253,0.05553007160439609
G80,G378,0.05519848691462224
G302,G338,0.0551758341857716
G373,G144,0.05507600962962714
G30,G285,0.05507105442130769
G30,G182,0.055063759125854775
G123,G302,0.05498092098633926
G212,G58,0.05486702009370956
G47,G224,0.054825829111576636
G84,G280,0.05482579260998527
G398,G288,0.054767242581718625
G262,G355,0.054734587404944864
G212,G369,0.05468779563535986
G144,G150,0.05464689898191846
G123,G198,0.05459497673374107
G373,G324,0.05451515053624201
G331,G223,0.054462155989531275
G123,G390,0.0542747183285361
G212,G196,0.054101019724398264
G196,G336,0.0539686971004745
G54,G267,0.05387856542117517
G331,G198,0.05381488051787214
G253,G331,0.053700480733024775
G150,G145,0.05366892314782204
G54,G39,0.053568567120914845
G302,G333,0.0534400960235708
G331,G253,0.05337784516378585
G67,G129,0.053357907419556455
G373,G150,0.053295218410579076
G253,G368,0.0532213577890749
G393,G316,0.05302648457839913
G302,G233,0.05301431840243829
G302,G65,0.05292616312360332
G123,G47,0.052854518717674256
G373,G67,0.05282337593997974
G331,G376,0.05276907829310032
G196,G278,0.052763081981125504
G393,G199,0.05270503991236017
G277,G41,0.0524914454849747
G102,G238,0.052439592286920064
G102,G41,0.052407710558111734
G1,G7,0.05218302709663399
G277,G99,0.05214825843798068
G67,G198,0.05213902338488957
G144,G168,0.05208126274171071
G246,G234,0.051954468143145
G69,G397,0.051822722244241504
G382,G253,0.05176213132745053
G80,G183,0.05164497228741796
G398,G156,0.05150834717429337
G19,G107,0.051466556776210495
G54,G168,0.05144207835875808
G1,G4,0.05135463542412763
G46,G302,0.051352516499140605
G398,G126,0.05132497283782125
G30,G320,0.05114971335127575
G54,G336,0.05107293718991687
G54,G253,0.05107104752441499
G196,G223,0.05104344341192868
G41,G56,0.050917502468966695
G123,G39,0.05082805826005049
G196,G315,0.05080357159885088
G238,G145,0.05074986211586188
G47,G302,0.05072775100244953
G1,G10,0.05072192102486034
G54,G198,0.05060999112173961
G391,G170,0.05057306973382952
G246,G196,0.05045986327424751
G150,G109,0.05023031340966605
G1,G20,0.05017278229316244
G46,G39,0.05003180146241493
G1,G12,0.04996491689132479
G302,G238,0.04987326083454888
G253,G74,0.04985994022639532
G196,G317,0.049779460854103647
G144,G126,0.04976701619075288
G277,G67,0.04969210808632871
G19,G27,0.04960443476250949
G391,G108,0.04949105079710567
G46,G253,0.04936016039639195
G398,G192,0.049349550687109986
G331,G234,0.04929651908628224
G373,G302,0.049159569426397154
G196,G156,0.049130064100080084
G47,G73,0.049113038893019094
G302,G344,0.048995897231007834
G212,G315,0.04895485794239665
G302,G109,0.04894515080718734
G277,G349,0.04893030217680683
G130,G196,0.04880729605326483
G46,G211,0.048794788603279335
G41,G360,0.048676342344785434
G150,G315,0.04857747033773194
G246,G114,0.04855407122348815
G47,G198,0.04854592494477633
G46,G278,0.04850365923124367
G150,G198,0.048474131366173595
G30,G151,0.048443202851818176
G102,G117,0.04840163691990289
G302,G196,0.048399885804660786
G123,G315,0.048349163957204164
G238,G221,0.0483369922417478
G302,G284,0.04830962189623875
G144,G57,0.04828105466086233
G180,G69,0.04819427146110654
G54,G315,0.04818097113490233
G150,G41,0.048002458863298736
G331,G252,0.04786978829606267
G373,G114,0.04786389209975181
G102,G88,0.04781959952711767
G302,G212,0.04778916501895686
G212,G253,0.047766005049558774
G54,G331,0.04773610734356187
G238,G46,0.047684102427885455
G102,G357,0.04767895757692853
G115,G314,0.04767373243956516
G246,G47,0.04755240407419037
G373,G196,0.04750885015632106
G30,G159,0.04746404006862282
G238,G343,0.04740528130239807
G196,G165,0.04739883555070873
G373,G156,0.04739143698260134
G170,G383,0.047353976514871145
G54,G79,0.04724966116223826
G398,G196,0.04724712634915858
G246,G45,0.04710357136297716
G395,G236,0.0468964802080192
G144,G167,0.046893277164601704
G67,G196,0.04684888077969179
G253,G382,0.0468393324955549
G331,G342,0.046789565734820404
G398,G86,0.04678811117125002
G150,G70,0.04676106153764931
G373,G300,0.04668117576409367
G262,G41,0.04664396394919401
G150,G373,0.04633170230914349
G246,G144,0.046259527533687256
G19,G302,0.046172612646096366
G67,G154,0.04608854136649661
G54,G173,0.04600937760372639
G302,G169,0.04598837435480954
G373,G341,0.045927560497752956
G238,G253,0.04588551121738843
G84,G77,0.04585625589777881
G54,G303,0.04579815469534573
G212,G156,0.045564286621473854
G238,G288,0.04551675048867759
G355,G361,0.04547211162417011
G1,G19,0.04544910496784788
G80,G256,0.045443133729734825
G391,G102,0.045413229811485135
G47,G127,0.045387060363755234
G47,G86,0.04528609505500242
G277,G284,0.0451454654805178
G1,G9,0.04507720268932524
G46,G156,0.045053678936540636
G196,G349,0.04502547014229763
G84,G138,0.045019298387670076
G84,G299,0.04497906929146636
G246,G341,0.04496940082365139
G150,G196,0.04494596030181877
G84,G198,0.044868852876061543
G180,G102,0.044864770250011836
G67,G69,0.0448570053114373
G212,G179,0.044835391253173484
G302,G168,0.04482468463172984
G246,G179,0.04463791075231813
G212,G112,0.04460407090961496
G238,G138,0.04451606004108735
G67,G142,0.04449647369801853
G373,G336,0.044448357707347674
G46,G198,0.044389965322533226
G46,G343,0.04437387833590431
G123,G280,0.0443323006904663
G395,G231,0.04427472881683672
G130,G32,0.04426738449772319
G331,G399,0.04425207215372156
G102,G190,0.04414374463122886
G253,G57,0.04402212786853879
G123,G144,0.04400841810590207
G102,G178,0.04399108955778837
G395,G101,0.04396912352462361
G46,G238,0.04389943029278309
G302,G123,0.0438674995977546
G253,G312,0.043853461948931444
G398,G299,0.04383330441724964
G47,G100,0.0437945800378019
G331,G390,0.04375338069942461
G84,G22,0.04369988088578969
G144,G363,0.043624738841387456
G54,G341,0.043616031261285354
G123,G253,0.04355632699873423
G144,G225,0.043530843444707895
G47,G253,0.04352425163910896
G196,G86,0.043430176836931955
G196,G300,0.04331475609796939
G302,G179,0.043245836415610944
G212,G324,0.04323117890629852
G238,G315,0.04320654662966787
G395,G378,0.04316967911285463
G212,G65,0.043161639572690785
G123,G369,0.043130061791278776
G302,G199,0.04310532161320077
G54,G349,0.04310470632964525
G243,G244,0.04309624269526581
G1,G16,0.04309312595826208
G54,G112,0.04296230099797543
G67,G156,0.04294852316199027
G212,G59,0.04292679946798314
G359,G166,0.04282987951883912
G41,G131,0.04262919234842297
G238,G241,0.04259624777022056
G84,G169,0.04243637563620886
G395,G374,0.0424074003175656
G253,G138,0.04239059671433293
G115,G52,0.042388511434393726
G150,G104,0.04234302851727402
G262,G331,0.04231618992768065
G102,G262,0.042316032429069714
G331,G131,0.04229025318221871
G1,G22,0.04224470028501043
G382,G156,0.042219208187011276
G69,G126,0.04213487297977739
G123,G308,0.042071302315779074
G123,G317,0.042027900913215066
G54,G126,0.04186684062834302
G150,G144,0.04183185677646195
G54,G261,0.04180040925119463
G123,G169,0.04179480437778049
G243,G388,0.04173899834208095
G277,G253,0.041736953121074644
G196,G179,0.04165915883958862
G67,G242,0.04164415870834903
G46,G218,0.041594011093482264
G150,G103,0.04158572709949693
G212,G129,0.041550224609740075
G80,G380,0.04147991759648294
G196,G144,0.04146580562768215
G19,G23,0.04135960960886544
G382,G397,0.04134864278433119
G69,G46,0.04132813565155527
G144,G321,0.04126702716454711
G212,G198,0.04119298645921746
G47,G41,0.04119210008274962
G302,G218,0.041177601482631776
G238,G295,0.04114134851738316
G69,G321,0.0411175947773568
G253,G161,0.04110111913308545
G123,G92,0.041094570673563216
G262,G202,0.041045254735288535
G355,G358,0.041044580859755875
G246,G315,0.04099700860689165
G102,G150,0.040975600885407595
G130,G342,0.040952914174044765
G102,G172,0.04092806761462295
G54,G317,0.040910419317070804
G69,G204,0.04084352363658353
G393,G198,0.04083167098570696
G84,G81,0.04081980158968661
G212,G341,0.04081717656806036
G253,G204,0.040813279934418495
G373,G86,0.04073934844802407
G69,G199,0.04068772926647056
G84,G66,0.040676587573175285
G246,G54,0.04062016699711754
G393,G48,0.040571688056579056
G373,G352,0.040466051622884275
G196,G169,0.04041187587525258
G123,G340,0.0404087673838521
G69,G196,0.0403185877418704
G238,G40,0.04025143399127159
G331,G340,0.04020412377446683
G41,G334,0.04013532116540587
G246,G267,0.04009203954546228
G69,G112,0.04001578035069768
G373,G92,0.0399588050152383
G123,G29,0.03990373233378649
G46,G104,0.03987871353680335
G46,G177,0.039801250425377965
G355,G308,0.039783090785528274
G373,G223,0.03976771682963201
G246,G336,0.03968716905099051
G373,G109,0.039641028477164
G398,G153,0.03955539990026061
G170,G200,0.03954427754534862
G180,G72,0.03952256040364253
G144,G48,0.03941805043195665
G359,G183,0.039334252431957914
G144,G165,0.03933356116476694
G391,G235,0.03926555019197717
G180,G299,0.0392614859780666
G150,G14,0.03916103095318721
G144,G353,0.03915990497693672
G373,G334,0.0391392321638977
G196,G131,0.039103558696066104
G373,G369,0.03889243887029503
G391,G274,0.038772386656074916
G302,G324,0.038762427364508106
G170,G161,0.03871047090161284
G243,G397,0.03870435616609791
G46,G393,0.038691154704204464
G395,G376,0.0386852942970278
G398,G253,0.038663080707610334
G243,G114,0.03863019839271914
G382,G198,0.03854163783616178
G246,G169,0.03854022167872295
G302,G317,0.03848967793775676
G150,G364,0.0384337688867057
G302,G183,0.038425133235365
G243,G276,0.03840293262184608
G246,G228,0.03839996877939056
G373,G330,0.03835600854732446
G391,G126,0.03833994949525305
G331,G167,0.03832473503500086
G150,G376,0.03831506467266027
G54,G289,0.03830841350925832
G393,G128,0.03829602096484591
G41,G47,0.038283886982503026
G47,G169,0.03827790498064661
G46,G249,0.038267325398002844
G144,G300,0.038179890520642246
G150,G391,0.03805201190516118
G41,G246,0.03802636175390267
G67,G276,0.03801499640892761
G41,G145,0.03799672934947805
G180,G331,0.037994394852312194
G41,G232,0.037980710436377504
G102,G10,0.037979711703097635
G277,G92,0.03792446366100721
G47,G188,0.0379224969524337
G67,G302,0.03785515380857882
G144,G324,0.037729713108434204
G46,G169,0.03771719712380858
G180,G153,0.03766097137383464
G69,G150,0.037573549725550826
G144,G385,0.03755382558484187
G84,G157,0.0375342244757212
G373,G84,0.03743757681369067
G196,G65,0.037403568023235745
G115,G355,0.03739207879692303
G373,G169,0.03737155310898671
G355,G389,0.03734664822356503
G246,G165,0.03734463557985751
G373,G211,0.0372892299938436
G123,G7,0.03722720668101355
G393,G344,0.03718798873201759
G123,G223,0.03707506040524562
G355,G137,0.03703462730906272
G67,G44,0.03701756547234723
G359,G196,0.03700722806446243
G196,G79,0.03699049640131177
G69,G151,0.036989526279610316
G19,G64,0.036947320224361244
G196,G373,0.03694354961720145
G84,G327,0.036915930061849137
G123,G83,0.03689943797418662
G277,G317,0.03687979168531849
G69,G302,0.03679359535158094
G80,G364,0.036772375733442
G69,G84,0.03672847351086353
G373,G87,0.036723434742032296
G391,G47,0.036717681464656864
G238,G218,0.03671597915013039
G395,G276,0.036675574601392674
G331,G169,0.036551434421952606
G47,G331,0.036497968130559916
G359,G140,0.03648776962290377
G69,G155,0.03642195577320077
G19,G281,0.03638923267649068
G170,G391,0.0363078035090642
G84,G297,0.036298520077441
G150,G84,0.036280321635400986
G262,G138,0.03625906928555078
G302,G349,0.0361502062173486
G69,G344,0.03614443308167836
G69,G238,0.03611330497784965
G277,G169,0.036100938174917024
G246,G225,0.03609690869000745
